"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1544","Overview page shows the ordered item","","Tue Mar 31 08:38:33 UTC 2026","passed","Tue Mar 31 08:38:35 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","1040","Standard user can login successfully","","Tue Mar 31 08:38:21 UTC 2026","passed","Tue Mar 31 08:38:22 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","standardUserCanLogin"
"","1249","Removing a product empties the cart","","Tue Mar 31 08:38:12 UTC 2026","passed","Tue Mar 31 08:38:14 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","removingProductEmptiesCart"
"","1041","Inventory page displays all products","","Tue Mar 31 08:38:28 UTC 2026","passed","Tue Mar 31 08:38:29 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","1224","Cart page has correct title","","Tue Mar 31 08:38:15 UTC 2026","passed","Tue Mar 31 08:38:16 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","cartPageHasCorrectTitle"
"","3017","Proceed to checkout navigates to info page","","Tue Mar 31 08:38:09 UTC 2026","passed","Tue Mar 31 08:38:12 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","proceedToCheckoutNavigatesToInfoPage"
"","1537","Incomplete form shows validation error Incomplete form shows validation error [3] — Error: Postal Code is required","","Tue Mar 31 08:38:41 UTC 2026","passed","Tue Mar 31 08:38:42 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1510","Valid info navigates to checkout overview","","Tue Mar 31 08:38:32 UTC 2026","passed","Tue Mar 31 08:38:33 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","validInfoNavigatesToOverview"
"","1700","Back to products returns to inventory page","","Tue Mar 31 08:38:36 UTC 2026","passed","Tue Mar 31 08:38:38 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","backToProductsReturnsToInventory"
"","1172","Checkout info page has correct title","","Tue Mar 31 08:38:42 UTC 2026","passed","Tue Mar 31 08:38:44 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","1025","Cart badge not displayed initially","","Tue Mar 31 08:38:27 UTC 2026","passed","Tue Mar 31 08:38:28 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","cartBadgeNotDisplayedInitially"
"","1048","Adding a product shows the remove button","","Tue Mar 31 08:38:26 UTC 2026","passed","Tue Mar 31 08:38:27 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductShowsRemoveButton"
"","1140","Adding a product updates the cart badge","","Tue Mar 31 08:38:25 UTC 2026","passed","Tue Mar 31 08:38:26 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductUpdatesCartBadge"
"","1084","Invalid login shows error message Invalid login shows error message [2] — Epic sadface: Username and password do not match any user in this service","","Tue Mar 31 08:38:18 UTC 2026","passed","Tue Mar 31 08:38:19 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1139","Adding multiple products updates badge count","","Tue Mar 31 08:38:23 UTC 2026","passed","Tue Mar 31 08:38:25 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingMultipleProductsUpdatesBadgeCount"
"","1469","Incomplete form shows validation error Incomplete form shows validation error [1] — Error: First Name is required","","Tue Mar 31 08:38:38 UTC 2026","passed","Tue Mar 31 08:38:39 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","943","Invalid login shows error message Invalid login shows error message [3] — Epic sadface: Username is required","","Tue Mar 31 08:38:19 UTC 2026","passed","Tue Mar 31 08:38:20 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1373","User can logout successfully","","Tue Mar 31 08:38:29 UTC 2026","passed","Tue Mar 31 08:38:30 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","userCanLogout"
"","1122","Cart contains the added product","","Tue Mar 31 08:38:16 UTC 2026","passed","Tue Mar 31 08:38:17 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","cartContainsAddedProduct"
"","1119","Invalid login shows error message Invalid login shows error message [1] — Epic sadface: Sorry, this user has been locked out.","","Tue Mar 31 08:38:17 UTC 2026","passed","Tue Mar 31 08:38:18 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1457","Incomplete form shows validation error Incomplete form shows validation error [2] — Error: Last Name is required","","Tue Mar 31 08:38:39 UTC 2026","passed","Tue Mar 31 08:38:41 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1728","Finishing order navigates to confirmation page","","Tue Mar 31 08:38:30 UTC 2026","passed","Tue Mar 31 08:38:32 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","1224","Continue shopping returns to inventory page","","Tue Mar 31 08:38:14 UTC 2026","passed","Tue Mar 31 08:38:15 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","continueShoppingReturnsToInventory"
"","1273","Cancel checkout returns to cart page","","Tue Mar 31 08:38:35 UTC 2026","passed","Tue Mar 31 08:38:36 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","cancelCheckoutReturnsToCart"
"","1024","Inventory page has correct title","","Tue Mar 31 08:38:22 UTC 2026","passed","Tue Mar 31 08:38:23 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","inventoryPageHasCorrectTitle"
