"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1343","Continue shopping returns to inventory page","","Tue Apr 07 13:35:14 UTC 2026","passed","Tue Apr 07 13:35:15 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","continueShoppingReturnsToInventory"
"","1086","Adding a product updates the cart badge","","Tue Apr 07 13:35:26 UTC 2026","passed","Tue Apr 07 13:35:27 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductUpdatesCartBadge"
"","1168","Invalid login shows error message Invalid login shows error message [1] — Epic sadface: Sorry, this user has been locked out.","","Tue Apr 07 13:35:18 UTC 2026","passed","Tue Apr 07 13:35:19 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1072","Inventory page displays all products","","Tue Apr 07 13:35:29 UTC 2026","passed","Tue Apr 07 13:35:30 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","1460","User can logout successfully","","Tue Apr 07 13:35:30 UTC 2026","passed","Tue Apr 07 13:35:31 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","userCanLogout"
"","1667","Finishing order navigates to confirmation page","","Tue Apr 07 13:35:31 UTC 2026","passed","Tue Apr 07 13:35:33 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","1011","Invalid login shows error message Invalid login shows error message [2] — Epic sadface: Username and password do not match any user in this service","","Tue Apr 07 13:35:19 UTC 2026","passed","Tue Apr 07 13:35:20 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1573","Valid info navigates to checkout overview","","Tue Apr 07 13:35:33 UTC 2026","failed","Tue Apr 07 13:35:35 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","validInfoNavigatesToOverview"
"","1527","Overview page shows the ordered item","","Tue Apr 07 13:35:35 UTC 2026","passed","Tue Apr 07 13:35:36 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","1474","Incomplete form shows validation error Incomplete form shows validation error [1] — Error: First Name is required","","Tue Apr 07 13:35:39 UTC 2026","passed","Tue Apr 07 13:35:41 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1058","Adding a product shows the remove button","","Tue Apr 07 13:35:27 UTC 2026","passed","Tue Apr 07 13:35:28 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductShowsRemoveButton"
"","1807","Back to products returns to inventory page","","Tue Apr 07 13:35:37 UTC 2026","passed","Tue Apr 07 13:35:39 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","backToProductsReturnsToInventory"
"","1280","Cart contains the added product","","Tue Apr 07 13:35:17 UTC 2026","passed","Tue Apr 07 13:35:18 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","cartContainsAddedProduct"
"","1247","Checkout info page has correct title","","Tue Apr 07 13:35:44 UTC 2026","failed","Tue Apr 07 13:35:45 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","1390","Removing a product empties the cart","","Tue Apr 07 13:35:13 UTC 2026","passed","Tue Apr 07 13:35:14 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","removingProductEmptiesCart"
