"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1268","Cart contains the added product","","Wed Mar 25 19:52:05 UTC 2026","passed","Wed Mar 25 19:52:07 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","cartContainsAddedProduct"
"","1255","Cancel checkout returns to cart page","","Wed Mar 25 19:52:11 UTC 2026","passed","Wed Mar 25 19:52:13 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","cancelCheckoutReturnsToCart"
"","995","Invalid login shows error message Invalid login shows error message [2] — Epic sadface: Username and password do not match any user in this service","","Wed Mar 25 19:51:56 UTC 2026","passed","Wed Mar 25 19:51:57 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1176","Removing a product empties the cart","","Wed Mar 25 19:52:02 UTC 2026","passed","Wed Mar 25 19:52:03 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","removingProductEmptiesCart"
"","1535","Valid info navigates to checkout overview","","Wed Mar 25 19:52:08 UTC 2026","passed","Wed Mar 25 19:52:10 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","validInfoNavigatesToOverview"
"","2642","Inventory page has correct title","","Wed Mar 25 19:51:46 UTC 2026","passed","Wed Mar 25 19:51:48 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","inventoryPageHasCorrectTitle"
"","1468","User can logout successfully","","Wed Mar 25 19:51:54 UTC 2026","passed","Wed Mar 25 19:51:55 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","userCanLogout"
"","1207","Checkout info page has correct title","","Wed Mar 25 19:52:19 UTC 2026","passed","Wed Mar 25 19:52:20 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","checkoutInfoPageHasCorrectTitle"
"","1215","Proceed to checkout navigates to info page","","Wed Mar 25 19:52:00 UTC 2026","passed","Wed Mar 25 19:52:02 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","proceedToCheckoutNavigatesToInfoPage"
"","1457","Incomplete form shows validation error Incomplete form shows validation error [1] — Error: First Name is required","","Wed Mar 25 19:52:14 UTC 2026","passed","Wed Mar 25 19:52:16 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1498","Incomplete form shows validation error Incomplete form shows validation error [3] — Error: Postal Code is required","","Wed Mar 25 19:52:17 UTC 2026","passed","Wed Mar 25 19:52:19 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1041","Standard user can login successfully","","Wed Mar 25 19:51:59 UTC 2026","passed","Wed Mar 25 19:52:00 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","standardUserCanLogin"
"","1225","Continue shopping returns to inventory page","","Wed Mar 25 19:52:03 UTC 2026","passed","Wed Mar 25 19:52:04 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","continueShoppingReturnsToInventory"
"","1534","Overview page shows the ordered item","","Wed Mar 25 19:52:10 UTC 2026","passed","Wed Mar 25 19:52:11 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","overviewPageShowsOrderedItem"
"","1103","Adding a product updates the cart badge","","Wed Mar 25 19:51:50 UTC 2026","passed","Wed Mar 25 19:51:51 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductUpdatesCartBadge"
"","1071","Adding a product shows the remove button","","Wed Mar 25 19:51:51 UTC 2026","passed","Wed Mar 25 19:51:52 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingProductShowsRemoveButton"
"","1687","Back to products returns to inventory page","","Wed Mar 25 19:52:13 UTC 2026","passed","Wed Mar 25 19:52:14 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","backToProductsReturnsToInventory"
"","1011","Invalid login shows error message Invalid login shows error message [3] — Epic sadface: Username is required","","Wed Mar 25 19:51:57 UTC 2026","passed","Wed Mar 25 19:51:58 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1050","Inventory page displays all products","","Wed Mar 25 19:51:53 UTC 2026","passed","Wed Mar 25 19:51:54 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","inventoryPageDisplaysAllProducts"
"","1143","Cart page has correct title","","Wed Mar 25 19:52:04 UTC 2026","passed","Wed Mar 25 19:52:05 UTC 2026","","Cart Tests","com.automation.selenide.tests.CartTest","cartPageHasCorrectTitle"
"","1017","Cart badge not displayed initially","","Wed Mar 25 19:51:52 UTC 2026","passed","Wed Mar 25 19:51:53 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","cartBadgeNotDisplayedInitially"
"","1343","Adding multiple products updates badge count","","Wed Mar 25 19:51:48 UTC 2026","passed","Wed Mar 25 19:51:50 UTC 2026","","Inventory Tests","com.automation.selenide.tests.InventoryTest","addingMultipleProductsUpdatesBadgeCount"
"","1514","Incomplete form shows validation error Incomplete form shows validation error [2] — Error: Last Name is required","","Wed Mar 25 19:52:16 UTC 2026","passed","Wed Mar 25 19:52:17 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","incompleteFormShowsValidationError"
"","1677","Finishing order navigates to confirmation page","","Wed Mar 25 19:52:07 UTC 2026","passed","Wed Mar 25 19:52:08 UTC 2026","","Checkout Tests","com.automation.selenide.tests.CheckoutTest","finishingOrderNavigatesToConfirmation"
"","986","Invalid login shows error message Invalid login shows error message [4] — Epic sadface: Password is required","","Wed Mar 25 19:51:58 UTC 2026","passed","Wed Mar 25 19:51:59 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
"","1001","Invalid login shows error message Invalid login shows error message [1] — Epic sadface: Sorry, this user has been locked out.","","Wed Mar 25 19:51:55 UTC 2026","passed","Wed Mar 25 19:51:56 UTC 2026","","Login Tests","com.automation.selenide.tests.LoginTest","invalidLoginShowsError"
